"value","id","name","mean","sd"
153381.089666085,92,"Cabo Verde",156069,5559.075
157348.600393622,93,"Cabo Verde",156069,5559.075
161705.339767671,94,"Cabo Verde",156069,5559.075
165891.993323895,95,"Cabo Verde",156069,5559.075
157777.136241547,96,"Cabo Verde",156069,5559.075
142873.776389631,97,"Cabo Verde",156069,5559.075
149166.690355931,98,"Cabo Verde",156069,5559.075
155045.435801314,99,"Cabo Verde",156069,5559.075
144976.592167541,100,"Cabo Verde",156069,5559.075
154517.126706685,101,"Cabo Verde",156069,5559.075
154250.588737088,102,"Cabo Verde",156069,5559.075
149501.014470265,103,"Cabo Verde",156069,5559.075
146966.010476124,104,"Cabo Verde",156069,5559.075
153157.165225205,105,"Cabo Verde",156069,5559.075
162155.93817342,106,"Cabo Verde",156069,5559.075
166251.449795964,107,"Cabo Verde",156069,5559.075
155483.895646563,108,"Cabo Verde",156069,5559.075
150066.775321995,109,"Cabo Verde",156069,5559.075
149391.274883886,110,"Cabo Verde",156069,5559.075
155455.687775783,111,"Cabo Verde",156069,5559.075
169645.010553532,112,"Cabo Verde",156069,5559.075
154381.814343639,113,"Cabo Verde",156069,5559.075
160340.120614216,114,"Cabo Verde",156069,5559.075
161939.501754117,115,"Cabo Verde",156069,5559.075
152144.603020909,116,"Cabo Verde",156069,5559.075
155864.669397851,117,"Cabo Verde",156069,5559.075
161891.473702083,118,"Cabo Verde",156069,5559.075
164106.907054659,119,"Cabo Verde",156069,5559.075
162749.445438369,120,"Cabo Verde",156069,5559.075
158068.882669332,121,"Cabo Verde",156069,5559.075
153488.51214235,122,"Cabo Verde",156069,5559.075
163753.718668982,123,"Cabo Verde",156069,5559.075
152724.953557755,124,"Cabo Verde",156069,5559.075
156959.710130631,125,"Cabo Verde",156069,5559.075
161217.888685902,126,"Cabo Verde",156069,5559.075
158926.171083893,127,"Cabo Verde",156069,5559.075
167359.485965822,128,"Cabo Verde",156069,5559.075
151349.469172293,129,"Cabo Verde",156069,5559.075
158428.468530391,130,"Cabo Verde",156069,5559.075
160852.865538642,131,"Cabo Verde",156069,5559.075
156541.468549358,132,"Cabo Verde",156069,5559.075
157842.513372723,133,"Cabo Verde",156069,5559.075
145695.769858545,134,"Cabo Verde",156069,5559.075
155912.338421665,135,"Cabo Verde",156069,5559.075
158120.976939221,136,"Cabo Verde",156069,5559.075
152792.676204294,137,"Cabo Verde",156069,5559.075
154630.186599152,138,"Cabo Verde",156069,5559.075
162355.375907729,139,"Cabo Verde",156069,5559.075
156046.862030707,140,"Cabo Verde",156069,5559.075
159786.808733677,141,"Cabo Verde",156069,5559.075
154865.680846602,142,"Cabo Verde",156069,5559.075
157116.540938208,143,"Cabo Verde",156069,5559.075
161088.662730247,144,"Cabo Verde",156069,5559.075
156930.489184081,145,"Cabo Verde",156069,5559.075
159611.544965808,146,"Cabo Verde",156069,5559.075
163936.91689708,147,"Cabo Verde",156069,5559.075
158879.746105801,148,"Cabo Verde",156069,5559.075
167705.326715915,149,"Cabo Verde",156069,5559.075
158592.214535763,150,"Cabo Verde",156069,5559.075
155184.979181565,151,"Cabo Verde",156069,5559.075
163450.379308951,152,"Cabo Verde",156069,5559.075
156457.030576669,153,"Cabo Verde",156069,5559.075
154879.655854698,154,"Cabo Verde",156069,5559.075
157967.358087855,155,"Cabo Verde",156069,5559.075
164372.091011349,156,"Cabo Verde",156069,5559.075
161643.64909399,157,"Cabo Verde",156069,5559.075
153792.972747609,158,"Cabo Verde",156069,5559.075
151453.238561852,159,"Cabo Verde",156069,5559.075
154613.187360826,160,"Cabo Verde",156069,5559.075
156125.67995725,161,"Cabo Verde",156069,5559.075
160284.923098799,162,"Cabo Verde",156069,5559.075
141682.490805538,163,"Cabo Verde",156069,5559.075
159812.094262504,164,"Cabo Verde",156069,5559.075
152193.614045949,165,"Cabo Verde",156069,5559.075
160101.759688275,166,"Cabo Verde",156069,5559.075
145906.857708869,167,"Cabo Verde",156069,5559.075
153129.707744996,168,"Cabo Verde",156069,5559.075
160470.570756596,169,"Cabo Verde",156069,5559.075
153610.169324172,170,"Cabo Verde",156069,5559.075
165831.393043741,171,"Cabo Verde",156069,5559.075
150383.909575836,172,"Cabo Verde",156069,5559.075
157155.967412409,173,"Cabo Verde",156069,5559.075
149123.53026147,174,"Cabo Verde",156069,5559.075
164396.493277189,175,"Cabo Verde",156069,5559.075
163481.166446774,176,"Cabo Verde",156069,5559.075
165207.82930244,177,"Cabo Verde",156069,5559.075
157654.885353973,178,"Cabo Verde",156069,5559.075
157822.763258603,179,"Cabo Verde",156069,5559.075
157893.947703172,180,"Cabo Verde",156069,5559.075
153447.087278729,181,"Cabo Verde",156069,5559.075
160522.104912871,182,"Cabo Verde",156069,5559.075
146226.776268485,183,"Cabo Verde",156069,5559.075
155331.125662223,184,"Cabo Verde",156069,5559.075
149388.835407764,185,"Cabo Verde",156069,5559.075
150909.591153571,186,"Cabo Verde",156069,5559.075
162983.701664972,187,"Cabo Verde",156069,5559.075
158320.45349513,188,"Cabo Verde",156069,5559.075
149918.188365302,189,"Cabo Verde",156069,5559.075
143840.914754614,190,"Cabo Verde",156069,5559.075
150488.363952691,191,"Cabo Verde",156069,5559.075
161077.215625436,192,"Cabo Verde",156069,5559.075
159633.020461235,193,"Cabo Verde",156069,5559.075
162342.637729873,194,"Cabo Verde",156069,5559.075
163054.204727747,195,"Cabo Verde",156069,5559.075
153918.199253221,196,"Cabo Verde",156069,5559.075
146523.30212812,197,"Cabo Verde",156069,5559.075
158432.932456723,198,"Cabo Verde",156069,5559.075
155991.878408968,199,"Cabo Verde",156069,5559.075
154486.308192295,200,"Cabo Verde",156069,5559.075
154618.405551159,201,"Cabo Verde",156069,5559.075
154767.214215934,202,"Cabo Verde",156069,5559.075
150980.911798789,203,"Cabo Verde",156069,5559.075
160800.475125227,204,"Cabo Verde",156069,5559.075
162935.953499745,205,"Cabo Verde",156069,5559.075
162605.898200622,206,"Cabo Verde",156069,5559.075
155381.353036536,207,"Cabo Verde",156069,5559.075
158989.849324542,208,"Cabo Verde",156069,5559.075
159029.188081061,209,"Cabo Verde",156069,5559.075
158887.560551565,210,"Cabo Verde",156069,5559.075
148205.903849862,211,"Cabo Verde",156069,5559.075
149699.632229238,212,"Cabo Verde",156069,5559.075
166398.450037806,213,"Cabo Verde",156069,5559.075
143264.560883138,214,"Cabo Verde",156069,5559.075
149810.191326436,215,"Cabo Verde",156069,5559.075
152396.007826779,216,"Cabo Verde",156069,5559.075
168694.537248822,217,"Cabo Verde",156069,5559.075
159461.931035285,218,"Cabo Verde",156069,5559.075
163142.644570435,219,"Cabo Verde",156069,5559.075
157376.36466492,220,"Cabo Verde",156069,5559.075
157262.864194614,221,"Cabo Verde",156069,5559.075
151342.545772102,222,"Cabo Verde",156069,5559.075
161042.501691977,223,"Cabo Verde",156069,5559.075
166054.008640527,224,"Cabo Verde",156069,5559.075
156133.466317689,225,"Cabo Verde",156069,5559.075
155789.42125093,226,"Cabo Verde",156069,5559.075
158185.807716868,227,"Cabo Verde",156069,5559.075
153835.400321458,228,"Cabo Verde",156069,5559.075
157162.153626773,229,"Cabo Verde",156069,5559.075
159186.491477448,230,"Cabo Verde",156069,5559.075
151407.796372032,231,"Cabo Verde",156069,5559.075
157984.560808423,232,"Cabo Verde",156069,5559.075
158121.887716527,233,"Cabo Verde",156069,5559.075
161530.751927383,234,"Cabo Verde",156069,5559.075
144026.329944969,235,"Cabo Verde",156069,5559.075
170613.244447252,236,"Cabo Verde",156069,5559.075
158683.531914033,237,"Cabo Verde",156069,5559.075
145875.216655166,238,"Cabo Verde",156069,5559.075
161069.285133672,239,"Cabo Verde",156069,5559.075
153889.259016015,240,"Cabo Verde",156069,5559.075
159662.340848356,241,"Cabo Verde",156069,5559.075
153195.00409625,242,"Cabo Verde",156069,5559.075
157549.750284444,243,"Cabo Verde",156069,5559.075
150229.130910075,244,"Cabo Verde",156069,5559.075
145095.355524474,245,"Cabo Verde",156069,5559.075
152920.755702684,246,"Cabo Verde",156069,5559.075
154547.381277667,247,"Cabo Verde",156069,5559.075
148051.489877505,248,"Cabo Verde",156069,5559.075
158312.489339615,249,"Cabo Verde",156069,5559.075
164972.313600886,250,"Cabo Verde",156069,5559.075
160870.148205148,251,"Cabo Verde",156069,5559.075
160738.181097577,252,"Cabo Verde",156069,5559.075
154079.751854677,253,"Cabo Verde",156069,5559.075
160059.016112952,254,"Cabo Verde",156069,5559.075
159916.141583036,255,"Cabo Verde",156069,5559.075
164459.125296439,256,"Cabo Verde",156069,5559.075
149622.589789264,257,"Cabo Verde",156069,5559.075
163665.800995608,258,"Cabo Verde",156069,5559.075
154606.09562326,259,"Cabo Verde",156069,5559.075
151118.826837541,260,"Cabo Verde",156069,5559.075
168047.029556605,261,"Cabo Verde",156069,5559.075
155756.06469756,262,"Cabo Verde",156069,5559.075
157341.003338813,263,"Cabo Verde",156069,5559.075
155497.845130561,264,"Cabo Verde",156069,5559.075
154767.953505834,265,"Cabo Verde",156069,5559.075
165672.127667687,266,"Cabo Verde",156069,5559.075
149970.717366091,267,"Cabo Verde",156069,5559.075
151963.915870258,268,"Cabo Verde",156069,5559.075
144838.712070311,269,"Cabo Verde",156069,5559.075
155977.576322149,270,"Cabo Verde",156069,5559.075
160416.570730532,271,"Cabo Verde",156069,5559.075
151319.9634715,272,"Cabo Verde",156069,5559.075
141871.515133297,273,"Cabo Verde",156069,5559.075
152581.449247626,274,"Cabo Verde",156069,5559.075
158765.250219481,275,"Cabo Verde",156069,5559.075
164290.550054006,276,"Cabo Verde",156069,5559.075
155750.066437821,277,"Cabo Verde",156069,5559.075
151249.851600599,278,"Cabo Verde",156069,5559.075
145881.6012201,279,"Cabo Verde",156069,5559.075
159195.864608561,280,"Cabo Verde",156069,5559.075
158728.213840568,281,"Cabo Verde",156069,5559.075
154223.54432833,282,"Cabo Verde",156069,5559.075
162090.228782808,283,"Cabo Verde",156069,5559.075
160886.169870461,284,"Cabo Verde",156069,5559.075
168192.614311143,285,"Cabo Verde",156069,5559.075
165679.166233504,286,"Cabo Verde",156069,5559.075
154801.282732473,287,"Cabo Verde",156069,5559.075
147471.675597339,288,"Cabo Verde",156069,5559.075
167014.595425848,289,"Cabo Verde",156069,5559.075
153379.139161286,290,"Cabo Verde",156069,5559.075
155973.41488243,291,"Cabo Verde",156069,5559.075
155598.050486873,292,"Cabo Verde",156069,5559.075
157486.28585202,293,"Cabo Verde",156069,5559.075
159041.594210162,294,"Cabo Verde",156069,5559.075
159337.755073234,295,"Cabo Verde",156069,5559.075
164908.698674231,296,"Cabo Verde",156069,5559.075
150757.008432567,297,"Cabo Verde",156069,5559.075
159264.635016299,298,"Cabo Verde",156069,5559.075
149212.464926795,299,"Cabo Verde",156069,5559.075
150141.814327172,300,"Cabo Verde",156069,5559.075
160917.992718371,301,"Cabo Verde",156069,5559.075
157697.52427046,302,"Cabo Verde",156069,5559.075
166130.217540481,303,"Cabo Verde",156069,5559.075
158910.328587899,304,"Cabo Verde",156069,5559.075
142173.452881987,305,"Cabo Verde",156069,5559.075
158989.158054195,306,"Cabo Verde",156069,5559.075
147435.424253634,307,"Cabo Verde",156069,5559.075
157436.905145842,308,"Cabo Verde",156069,5559.075
165481.685506378,309,"Cabo Verde",156069,5559.075
151497.693045897,310,"Cabo Verde",156069,5559.075
160680.622767963,311,"Cabo Verde",156069,5559.075
157514.609752439,312,"Cabo Verde",156069,5559.075
155335.899933551,313,"Cabo Verde",156069,5559.075
150882.595143157,314,"Cabo Verde",156069,5559.075
153210.295068647,315,"Cabo Verde",156069,5559.075
161245.035136325,316,"Cabo Verde",156069,5559.075
150488.777907873,317,"Cabo Verde",156069,5559.075
161934.140656552,318,"Cabo Verde",156069,5559.075
156291.626227442,319,"Cabo Verde",156069,5559.075
162403.671742153,320,"Cabo Verde",156069,5559.075
155154.302787885,321,"Cabo Verde",156069,5559.075
152652.707983594,322,"Cabo Verde",156069,5559.075
151796.290514412,323,"Cabo Verde",156069,5559.075
152401.49803713,324,"Cabo Verde",156069,5559.075
151755.374048016,325,"Cabo Verde",156069,5559.075
156735.858695005,326,"Cabo Verde",156069,5559.075
165047.977235212,327,"Cabo Verde",156069,5559.075
150377.277137831,328,"Cabo Verde",156069,5559.075
152261.969991451,329,"Cabo Verde",156069,5559.075
155100.884116132,330,"Cabo Verde",156069,5559.075
159332.258764147,331,"Cabo Verde",156069,5559.075
161353.111698287,332,"Cabo Verde",156069,5559.075
164049.938538393,333,"Cabo Verde",156069,5559.075
152035.914940581,334,"Cabo Verde",156069,5559.075
155652.719972466,335,"Cabo Verde",156069,5559.075
162960.2991941,336,"Cabo Verde",156069,5559.075
150193.574639049,337,"Cabo Verde",156069,5559.075
156814.031982042,338,"Cabo Verde",156069,5559.075
150373.086809219,339,"Cabo Verde",156069,5559.075
157856.582551456,340,"Cabo Verde",156069,5559.075
161665.423877074,341,"Cabo Verde",156069,5559.075
155534.435104707,342,"Cabo Verde",156069,5559.075
154891.693728145,343,"Cabo Verde",156069,5559.075
163006.262832643,344,"Cabo Verde",156069,5559.075
152053.593199679,345,"Cabo Verde",156069,5559.075
157482.359175085,346,"Cabo Verde",156069,5559.075
152131.826207465,347,"Cabo Verde",156069,5559.075
152893.820584464,348,"Cabo Verde",156069,5559.075
149596.148844804,349,"Cabo Verde",156069,5559.075
162301.780150308,350,"Cabo Verde",156069,5559.075
166659.575393119,351,"Cabo Verde",156069,5559.075
146790.382133954,352,"Cabo Verde",156069,5559.075
145828.466159654,353,"Cabo Verde",156069,5559.075
159847.986314112,354,"Cabo Verde",156069,5559.075
157335.346260434,355,"Cabo Verde",156069,5559.075
154209.538617105,356,"Cabo Verde",156069,5559.075
145012.322656093,357,"Cabo Verde",156069,5559.075
157735.019096354,358,"Cabo Verde",156069,5559.075
157644.191830885,359,"Cabo Verde",156069,5559.075
160682.096579544,360,"Cabo Verde",156069,5559.075
160739.285852599,361,"Cabo Verde",156069,5559.075
145632.968675454,362,"Cabo Verde",156069,5559.075
162830.07540604,363,"Cabo Verde",156069,5559.075
157649.598206658,364,"Cabo Verde",156069,5559.075
153941.191197328,365,"Cabo Verde",156069,5559.075
158417.051961908,366,"Cabo Verde",156069,5559.075
157370.825549228,367,"Cabo Verde",156069,5559.075
154339.471731065,368,"Cabo Verde",156069,5559.075
152486.471487316,369,"Cabo Verde",156069,5559.075
149694.480044938,370,"Cabo Verde",156069,5559.075
158710.589216824,371,"Cabo Verde",156069,5559.075
156624.01281366,372,"Cabo Verde",156069,5559.075
152824.417905867,373,"Cabo Verde",156069,5559.075
151436.131835335,374,"Cabo Verde",156069,5559.075
152642.355191228,375,"Cabo Verde",156069,5559.075
153120.377954159,376,"Cabo Verde",156069,5559.075
147608.063396259,377,"Cabo Verde",156069,5559.075
161573.019945673,378,"Cabo Verde",156069,5559.075
161991.271110577,379,"Cabo Verde",156069,5559.075
158093.736982636,380,"Cabo Verde",156069,5559.075
165159.31868339,381,"Cabo Verde",156069,5559.075
158246.615311771,382,"Cabo Verde",156069,5559.075
168624.425156114,383,"Cabo Verde",156069,5559.075
153900.893740777,384,"Cabo Verde",156069,5559.075
155527.108521806,385,"Cabo Verde",156069,5559.075
153954.353401103,386,"Cabo Verde",156069,5559.075
154813.668981425,387,"Cabo Verde",156069,5559.075
154251.82186442,388,"Cabo Verde",156069,5559.075
161802.711031842,389,"Cabo Verde",156069,5559.075
154981.968315155,390,"Cabo Verde",156069,5559.075
159276.080228713,391,"Cabo Verde",156069,5559.075
158520.848514823,392,"Cabo Verde",156069,5559.075
151853.952056177,393,"Cabo Verde",156069,5559.075
161058.234260227,394,"Cabo Verde",156069,5559.075
153373.935244526,395,"Cabo Verde",156069,5559.075
152502.437954194,396,"Cabo Verde",156069,5559.075
153282.415815303,397,"Cabo Verde",156069,5559.075
158387.889253664,398,"Cabo Verde",156069,5559.075
162051.226322499,399,"Cabo Verde",156069,5559.075
159420.76682151,400,"Cabo Verde",156069,5559.075
153432.475381117,401,"Cabo Verde",156069,5559.075
141390.678882763,402,"Cabo Verde",156069,5559.075
147500.60607972,403,"Cabo Verde",156069,5559.075
160023.848756885,404,"Cabo Verde",156069,5559.075
156192.537841103,405,"Cabo Verde",156069,5559.075
149329.018832771,406,"Cabo Verde",156069,5559.075
158501.37310546,407,"Cabo Verde",156069,5559.075
146080.785043218,408,"Cabo Verde",156069,5559.075
146444.099951311,409,"Cabo Verde",156069,5559.075
143030.832686971,410,"Cabo Verde",156069,5559.075
145590.051694988,411,"Cabo Verde",156069,5559.075
158219.166627006,412,"Cabo Verde",156069,5559.075
160066.965306032,413,"Cabo Verde",156069,5559.075
150873.939058765,414,"Cabo Verde",156069,5559.075
159924.64444769,415,"Cabo Verde",156069,5559.075
162931.193508837,416,"Cabo Verde",156069,5559.075
157921.900354153,417,"Cabo Verde",156069,5559.075
154495.120536459,418,"Cabo Verde",156069,5559.075
156870.766411821,419,"Cabo Verde",156069,5559.075
157819.341032633,420,"Cabo Verde",156069,5559.075
156214.445982493,421,"Cabo Verde",156069,5559.075
164320.589488621,422,"Cabo Verde",156069,5559.075
150941.938654752,423,"Cabo Verde",156069,5559.075
163125.932140927,424,"Cabo Verde",156069,5559.075
160967.771106257,425,"Cabo Verde",156069,5559.075
162977.127120499,426,"Cabo Verde",156069,5559.075
158974.391872931,427,"Cabo Verde",156069,5559.075
156135.972119654,428,"Cabo Verde",156069,5559.075
156187.350515392,429,"Cabo Verde",156069,5559.075
162445.591323239,430,"Cabo Verde",156069,5559.075
148813.378586983,431,"Cabo Verde",156069,5559.075
148895.724174087,432,"Cabo Verde",156069,5559.075
153878.847025201,433,"Cabo Verde",156069,5559.075
154607.801996764,434,"Cabo Verde",156069,5559.075
150699.719984391,435,"Cabo Verde",156069,5559.075
153037.795385142,436,"Cabo Verde",156069,5559.075
162294.080985932,437,"Cabo Verde",156069,5559.075
162898.742666243,438,"Cabo Verde",156069,5559.075
163884.350048883,439,"Cabo Verde",156069,5559.075
147611.185789251,440,"Cabo Verde",156069,5559.075
159946.994020824,441,"Cabo Verde",156069,5559.075
159420.764888881,442,"Cabo Verde",156069,5559.075
153319.70324623,443,"Cabo Verde",156069,5559.075
152209.368846939,444,"Cabo Verde",156069,5559.075
154077.772103566,445,"Cabo Verde",156069,5559.075
164057.980950162,446,"Cabo Verde",156069,5559.075
155447.555803688,447,"Cabo Verde",156069,5559.075
150486.882430272,448,"Cabo Verde",156069,5559.075
149589.638745441,449,"Cabo Verde",156069,5559.075
154713.008361707,450,"Cabo Verde",156069,5559.075
162864.96591014,451,"Cabo Verde",156069,5559.075
145840.667494116,452,"Cabo Verde",156069,5559.075
162069.63661116,453,"Cabo Verde",156069,5559.075
158717.6812222,454,"Cabo Verde",156069,5559.075
161162.64038683,455,"Cabo Verde",156069,5559.075
157825.464035014,456,"Cabo Verde",156069,5559.075
160580.327126212,457,"Cabo Verde",156069,5559.075
146740.913793069,458,"Cabo Verde",156069,5559.075
151917.562344572,459,"Cabo Verde",156069,5559.075
155653.620881481,460,"Cabo Verde",156069,5559.075
148203.362233862,461,"Cabo Verde",156069,5559.075
162862.454624415,462,"Cabo Verde",156069,5559.075
157153.004852563,463,"Cabo Verde",156069,5559.075
156157.228130026,464,"Cabo Verde",156069,5559.075
159362.416497091,465,"Cabo Verde",156069,5559.075
149089.290638979,466,"Cabo Verde",156069,5559.075
153347.548678071,467,"Cabo Verde",156069,5559.075
159867.254226674,468,"Cabo Verde",156069,5559.075
166893.22291011,469,"Cabo Verde",156069,5559.075
155173.432171698,470,"Cabo Verde",156069,5559.075
159240.005419762,471,"Cabo Verde",156069,5559.075
149518.0567735,472,"Cabo Verde",156069,5559.075
158024.272181503,473,"Cabo Verde",156069,5559.075
158014.679323061,474,"Cabo Verde",156069,5559.075
158945.248830527,475,"Cabo Verde",156069,5559.075
159961.93600798,476,"Cabo Verde",156069,5559.075
152366.146732126,477,"Cabo Verde",156069,5559.075
159727.167637711,478,"Cabo Verde",156069,5559.075
159299.557942737,479,"Cabo Verde",156069,5559.075
160823.290417765,480,"Cabo Verde",156069,5559.075
156051.968494378,481,"Cabo Verde",156069,5559.075
160503.855961149,482,"Cabo Verde",156069,5559.075
157392.949313443,483,"Cabo Verde",156069,5559.075
151236.922126326,484,"Cabo Verde",156069,5559.075
160683.954513088,485,"Cabo Verde",156069,5559.075
150831.277697362,486,"Cabo Verde",156069,5559.075
150129.578816617,487,"Cabo Verde",156069,5559.075
164748.959069232,488,"Cabo Verde",156069,5559.075
158534.715063265,489,"Cabo Verde",156069,5559.075
152188.411993129,490,"Cabo Verde",156069,5559.075
158315.449467371,491,"Cabo Verde",156069,5559.075
156893.095065371,492,"Cabo Verde",156069,5559.075
155654.403525372,493,"Cabo Verde",156069,5559.075
167795.651760368,494,"Cabo Verde",156069,5559.075
156020.682759188,495,"Cabo Verde",156069,5559.075
155253.197635012,496,"Cabo Verde",156069,5559.075
158614.078519144,497,"Cabo Verde",156069,5559.075
150852.250327963,498,"Cabo Verde",156069,5559.075
151793.260817695,499,"Cabo Verde",156069,5559.075
157462.588576599,500,"Cabo Verde",156069,5559.075
155814.168501609,501,"Cabo Verde",156069,5559.075
155054.76756436,502,"Cabo Verde",156069,5559.075
154751.272904675,503,"Cabo Verde",156069,5559.075
156449.940056252,504,"Cabo Verde",156069,5559.075
155787.350853624,505,"Cabo Verde",156069,5559.075
156479.194747463,506,"Cabo Verde",156069,5559.075
142327.484988711,507,"Cabo Verde",156069,5559.075
169329.961432204,508,"Cabo Verde",156069,5559.075
155677.694741975,509,"Cabo Verde",156069,5559.075
143375.396633634,510,"Cabo Verde",156069,5559.075
147291.96915152,511,"Cabo Verde",156069,5559.075
154246.664574598,512,"Cabo Verde",156069,5559.075
148730.321653921,513,"Cabo Verde",156069,5559.075
163804.355615045,514,"Cabo Verde",156069,5559.075
142447.580800691,515,"Cabo Verde",156069,5559.075
151675.752597247,516,"Cabo Verde",156069,5559.075
160894.238252368,517,"Cabo Verde",156069,5559.075
160890.835781186,518,"Cabo Verde",156069,5559.075
150895.986424689,519,"Cabo Verde",156069,5559.075
154044.46905241,520,"Cabo Verde",156069,5559.075
157420.854356115,521,"Cabo Verde",156069,5559.075
160325.171717356,522,"Cabo Verde",156069,5559.075
163087.633737487,523,"Cabo Verde",156069,5559.075
155856.450707621,524,"Cabo Verde",156069,5559.075
168517.880349285,525,"Cabo Verde",156069,5559.075
161414.425939152,526,"Cabo Verde",156069,5559.075
153377.921061897,527,"Cabo Verde",156069,5559.075
157417.035455018,528,"Cabo Verde",156069,5559.075
161750.458071145,529,"Cabo Verde",156069,5559.075
155030.245132836,530,"Cabo Verde",156069,5559.075
169583.932396942,531,"Cabo Verde",156069,5559.075
160043.116181203,532,"Cabo Verde",156069,5559.075
157462.700452499,533,"Cabo Verde",156069,5559.075
143116.040123989,534,"Cabo Verde",156069,5559.075
157098.434006165,535,"Cabo Verde",156069,5559.075
164224.075080125,536,"Cabo Verde",156069,5559.075
150821.409421361,537,"Cabo Verde",156069,5559.075
